"","STATION","ELEVATION","LAT","LON","TF_START","TF_END","1","2","3","4","5","6","7","8","9","10","11","12"
"407","70200026617","4","64.5111","-165.44","1990-01-01","2019-12-31",0.61,1,0.61,5.61,14.39,20.61,21.11,18.89,14.39,7.78,2.78,0.61
"409","70273026451","36.6","61.169","-150.0278","1990-01-01","2019-12-31",4.39,5,6.11,12.22,18.89,22.22,23.28,22.22,17.78,11.72,6.11,3.89
"411","71123099999","723.29","53.309723","-113.579722","1990-01-01","2019-12-31",5,5.5,10.22,20,26,26.61,28.11,29,26.78,19.61,9,5.11
"413","71265099999","76.5","43.6166666","-79.3833333","1990-01-01","2019-12-31",6.39,6.5,11,17.72,24,28,30.22,29,26.78,20,13.72,8.11
"415","71395099999","145.38","44.880833","-63.50861","1990-01-01","2019-12-31",8,7,10,16,22.22,27,29,28.39,25.28,20,15,11
"417","71627094792","30.2","45.46667","-73.75","1990-01-01","2019-12-31",5,5,11,20.72,27,30,31,30,28,21.89,14.28,7
"419","71727099999","159.1","48.330555","-70.996391","1990-01-01","2019-12-31",0.78,2,7.22,16,26,30,30.5,29.89,26,18,9.22,2.89
"421","71749099999","199.03","48.3666666","-89.3333333","1990-01-01","2019-12-31",1.28,4,9,17.5,24.61,28,30,29.89,26,19,11,3.22
"423","71801099999","140.51","47.61861","-52.751945","1990-01-01","2019-12-31",7,6.11,7.39,13,19,23.61,26.61,26.28,22.61,18,14,9.28
"425","71852099999","238.65","49.910036","-97.239886","1990-01-01","2019-12-31",0.22,2,8.89,20.61,27,29.28,30.78,31.61,28.11,20,10,1.22
"427","71866099999","503.83","52.1666666","-106.7","1990-01-01","2019-12-31",2,2.72,9.72,21,26.89,29,31,31.72,28.72,19.78,8.89,3
"429","71877099999","1084.17","51.113888","-114.020278","1990-01-01","2019-12-31",10,11.61,14.78,20.11,25,26.11,30,30,27.5,21,13.78,9.22
"431","71892099999","4.26","49.193889","-123.184444","1990-01-01","2019-12-31",11.11,12,14,17,21.5,24,26.5,26,23.11,17.22,14,10.61
"433","71896099999","690.98","53.889444","-122.678889","1990-01-01","2019-12-31",5.39,6.78,11.28,18,24.22,26.5,29,29,24.28,17,8,5
"435","71936099999","205.74","62.462778","-114.440278","1990-01-01","2019-12-31",-10.11,-8,1.22,9,19.89,25.11,27,25,18.11,8,-0.5,-6.89
"437","72202012839","8.8","25.7881","-80.3169","1990-01-01","2019-12-31",28.89,29.39,31.11,31.72,33.28,33.89,34.39,34.39,33.89,32.22,30,28.89
"439","72219013874","307.8","33.6301","-84.4418","1990-01-01","2019-12-31",20,22.22,26.11,28.89,31.72,34.39,35.61,35.61,33.28,28.89,24.39,21.72
"441","72231012916","1.2","29.99691","-90.27751","1990-01-01","2019-12-31",25,26.11,27.78,30,32.78,35,35.61,35.61,34.39,31.72,27.78,26.11
"443","72259003927","170.7","32.8978","-97.0189","1990-01-01","2019-12-31",23.89,26.11,28.28,30.61,33.89,37.22,38.89,40,36.72,33.28,27.78,23.28
"445","72278023183","337.4","33.4277","-112.0038","1990-01-01","2019-12-31",25.61,27.78,31.72,36.11,40.61,44.39,45,44.39,42.22,37.22,31.11,24.39
"447","72295023174","29.6","33.938","-118.3888","1990-01-01","2019-12-31",26.11,26.11,25,26.11,24.39,25,27.22,28.28,29.39,31.11,28.89,25
"449","72306013722","126.8","35.8923","-78.7819","1990-01-01","2019-12-31",20.61,22.22,26.11,29.39,32.22,35.61,36.11,35.61,33.28,29.39,25,21.72
"451","72327013897","182.9","36.11889","-86.68917","1990-01-01","2019-12-31",18.89,21.72,25.61,28.89,31.72,34.39,35.61,36.11,33.89,29.39,23.89,19.39
"453","72365023050","1618.5","35.0419","-106.6155","1990-01-01","2019-12-31",15.61,19.39,23.89,27.22,32.22,36.72,36.72,35.61,32.78,27.78,21.11,15.61
"455","72403093738","88.4","38.93486","-77.44728","1990-01-01","2019-12-31",16.11,18.28,23.28,28.89,31.11,33.89,35.61,35,32.78,27.78,22.22,16.72
"457","72446003947","306.3","39.2972","-94.7306","1990-01-01","2019-12-31",15,17.78,24.39,27.78,30.61,33.89,36.72,36.11,32.78,28.28,21.72,15
"459","72466093037","1884","38.81","-104.6884","1990-01-01","2019-12-31",16.11,17.22,21.11,24.39,28.89,33.89,34.39,32.78,31.11,26.11,21.11,16.11
"461","72488023185","1344.2","39.4838","-119.7711","1990-01-01","2019-12-31",15.61,18.28,22.22,26.11,31.11,35.61,38.28,37.22,33.89,28.28,21.72,15.61
"463","72494023234","2.4","37.6197","-122.3647","1990-01-01","2019-12-31",17.78,20,22.22,25,26.11,28.28,27.22,27.78,30.61,28.28,22.78,17.78
"465","72509014739","3.7","42.3606","-71.0097","1990-01-01","2019-12-31",12.22,12.78,16.72,23.28,28.89,32.22,33.89,32.78,30,24.39,18.89,14.39
"467","72524014820","238","41.4057","-81.852","1990-01-01","2019-12-31",12.22,13.89,19.39,25.61,29.39,32.22,33.28,32.78,31.11,26.11,19.39,13.89
"469","72534014819","186.5","41.78611","-87.75222","1990-01-01","2019-12-31",8.28,11.11,18.28,25,30,32.78,33.89,32.72,31.11,26,18,11.11
"471","72572024127","1287.8","40.7781","-111.9694","1990-01-01","2019-12-31",11.11,15,20.61,25,30.61,36.11,38.89,36.72,33.28,26.72,18.89,11.11
"473","72658014922","265.8","44.8831","-93.2289","1990-01-01","2019-12-31",4.39,7.22,16.72,23.28,29.39,32.22,33.89,32.22,30.61,25,16.11,6.72
"475","72681024131","857.7","43.5666","-116.2405","1990-01-01","2019-12-31",10,13.89,20.61,25,30.61,35.61,38.89,37.78,33.89,26.72,16.72,10.61
"477","72698024229","5.8","45.5958","-122.6093","1990-01-01","2019-12-31",13.28,15.61,20,23.89,29.39,31.11,35,34.39,32.22,23.89,16.72,12.78
"479","72764024011","503.2","46.7825","-100.7572","1990-01-01","2019-12-31",6.72,8.89,17.78,24.39,28.89,32.22,36.11,35,32.22,25,16.11,8.89
"481","72772024144","1166.8","46.6056","-111.9636","1990-01-01","2019-12-31",9.39,12.78,18.28,22.78,27.78,32.22,36.72,35.61,31.72,23.89,15.61,10
"483","74486094789","3.4","40.63915","-73.76401","1990-01-01","2019-12-31",12.22,13.28,17,22.78,27.78,32.22,33.89,32.22,29.39,24.39,18.89,14
"485","76160099999","191.1","29.095858","-111.047858","1990-01-01","2019-12-31",30,33,36,38,41,44,44,43,41.5,39.5,35,30
"487","76394099999","449.88","25.865572","-100.237239","1990-01-01","2019-12-31",30,32,35,38,39,40,39,39,37,34,31,30
"489","76613399999","1528.87","20.5218","-103.311167","1990-01-01","2019-12-31",27,29,31,33,34,33,29,28,28,29,28,27
"491","76644099999","11.58","20.936981","-89.657672","1990-01-01","2019-12-31",34,36.11,38.11,40,40.39,38.61,37.22,37,37,35.22,34,34
"493","76679399999","2229.91","19.436303","-99.072097","1990-01-01","2019-12-31",24,27,28,29,30,29,26,26,25,26,25,24
"497","78016013601","5.5","32.36667","-64.68333","1990-01-01","2019-12-31",23.89,23.22,23.39,24.5,26.78,29.39,31.28,31.61,30.89,28.89,26.28,24.39
"499","78224099999","64","22.989153","-82.409086","1990-01-01","2019-12-31",29.5,30,31,32.22,33,33,33.61,34,33,32,31,30
"501","78397099999","3.04","17.935667","-76.7875","1990-01-01","2019-12-31",32.5,32.22,32.11,32.72,33.22,34.11,34.5,34.39,34.22,33.78,33.5,33
"503","78720099999","1004.01","14.060883","-87.217197","1990-01-01","2019-12-31",29.5,31.22,33,33.5,32.78,31,30.11,31.11,31,30,29,29
"505","78792099999","41.14","9.071364","-79.383453","1990-01-01","2019-12-31",34,34.22,35,35,34,33.61,34,34,33,33,33,33.61
"507","80112099999","2142.13","6.164536","-75.423119","1990-01-01","2019-12-31",24,24,24.22,24,24.22,24,23.89,24,24,24,23.28,23.22
"509","80222099999","2548.43","4.701594","-74.146947","1990-01-01","2019-12-31",22,22.78,22,21.61,21.22,20.72,20,20.39,21.11,21.28,21.22,21.72
"511","80415099999","71.62","10.603117","-66.990583","1990-01-01","2019-12-31",31,31.28,31.61,32.39,33,33.5,33,34,34.78,34,33,32
"513","81002010502","30","6.5","-58.25","1990-01-01","2019-12-31",31.78,32,33,33.22,33,32.78,32.89,33.89,34.5,34.78,33.72,32.39
"515","82111099999","80.46","-3.038611","-60.049721","1990-01-01","2019-12-31",34,34,33,33,34,34,34,35,36,36,35,34
"517","82193099999","16.45","-1.37925","-48.476292","1990-01-01","2019-12-31",33,33,32.22,33,33,33,33.11,33.5,33.39,33.28,33.61,33.11
"519","82398099999","24.99","-3.776283","-38.532556","1990-01-01","2019-12-31",32,32.22,32,32,32,31.39,31.22,31.39,31.72,32,32,32
"521","83248099999","19.5","-12.910994","-38.331044","1990-01-01","2019-12-31",32.22,32.22,32.89,32,31,30,29,29,30,30.5,31,32
"523","83362099999","188.06","-15.652931","-56.116719","1990-01-01","2019-12-31",36,35.22,36,36,35,35,36,38,39.11,39,37,35.5
"525","83378099999","1060.39","-15.862583","-47.912666","1990-01-01","2019-12-31",31,31,31,30,29.72,28.5,29,31,33,33.22,31.11,31
"527","83746099999","8.53","-22.808903","-43.243647","1990-01-01","2019-12-31",37,37,36,34,32,31,31,33,34,35,35,36.22
"529","83971099999","3.35","-29.994428","-51.171428","1990-01-01","2019-12-31",35,35,34,32,28.28,28,28,30.39,29.61,31.11,33.11,35.11
"531","84203099999","5.79","-2.157419","-79.883558","1990-01-01","2019-12-31",34,33,33.28,33.5,33,32.22,31.5,31.39,32,32.11,32.5,34
"533","84628099999","34.44","-12.021889","-77.114319","1990-01-01","2019-12-31",29,30,30,28,25.72,23.72,22.22,21,21.72,22.78,24.11,26.28
"535","85201099999","4061.46","-16.513339","-68.192256","1990-01-01","2019-12-31",17.39,17.39,17.78,17.39,17,16.22,16.28,17.22,18.22,18.61,19.72,19
"537","85442099999","138.68","-23.444478","-70.4451","1990-01-01","2019-12-31",25.5,25,24.39,22.61,21.39,19.72,19,19,19.39,20.11,21.39,23.28
"539","85574099999","473.96","-33.392975","-70.785803","1990-01-01","2019-12-31",33.61,33,32.22,29.11,25.5,22,21.5,24.22,26.22,28.5,31.11,32.78
"541","85766099999","17.98","-39.649956","-73.086111","1990-01-01","2019-12-31",28.72,29.61,26.72,21,17,14.78,14,15.61,18.39,21.72,24,27.22
"543","85934099999","42.36","-53.002642","-70.854586","1990-01-01","2019-12-31",19.28,20,18,14,10.72,8,8,9.11,12,15,16.89,18.28
"545","86218099999","89","-25.23985","-57.519133","1990-01-01","2019-12-31",37.78,37,36.78,34.5,31.28,30,31,34.22,36.22,36.61,36.39,37
"547","87344099999","488.89","-31.323619","-64.207953","1990-01-01","2019-12-31",35,33.78,32.61,30.78,27.39,25,25.61,29.5,30.89,33.22,35,35.72
"549","87582099999","5.48","-34.559175","-58.415606","1990-01-01","2019-12-31",33,31.72,29.39,27,23,20,19.22,22,23.22,26,29.5,32
"551","87750099999","74.98","-38.724967","-62.169317","1990-01-01","2019-12-31",37,36,33.22,28.61,23.72,19.39,20,23.39,25.39,29,32.39,36
"553","87828099999","42.97","-43.2105","-65.270319","1990-01-01","2019-12-31",35.78,35.39,32.28,27.78,22.22,18.39,18.22,21,24,28,31,34
"555","91182022521","2.1","21.324","-157.9294","1990-01-01","2019-12-31",28.89,28.89,29.39,30,31.11,31.72,32.22,32.78,32.78,32.22,31.11,29.39
"557","91212041415","77.4","13.48333","144.8","1990-01-01","2019-12-31",31.11,31.11,31.72,32.22,32.61,32.78,32.28,32.22,32.22,32.22,32.22,31.72
"559","91520099999","8.53","-9.428","160.054789","1990-01-01","2019-12-31",32.72,32.61,32.61,32.5,32.78,32.61,32.72,32.61,33,33,32.89,32.78
"561","91683099999","5.18","-18.043267","178.559228","1990-01-01","2019-12-31",32.22,32.5,32.39,31.5,30.11,29.5,28.61,28.61,29.22,30,31,31.5
"563","91765061705","3.7","-14.33056","-170.71361","1990-01-01","2019-12-31",32.78,33,32.78,32.39,31.78,31,30.72,30.78,31.28,31.89,32.22,32.39
"565","92035099999","44.5","-9.443383","147.22005","1990-01-01","2019-12-31",33,33,32.39,32,32,31.28,31,31,31.22,32,33,33.22
"567","93119099999","7.01","-37.008056","174.791667","1990-01-01","2019-12-31",26,26.5,25,22.22,20,17,16.11,17,19,20,22,25
"569","93845099999","2","-46.4166666","168.3333333","1990-01-01","2019-12-31",24.11,24.28,22.28,19,16.28,13.11,13.22,14.28,17.11,18.89,21.22,23.5
"571","94120099999","31.39","-12.414722","130.876667","1990-01-01","2019-12-31",33.61,33.72,34,34.5,34,33,33,33.78,35,35.28,35.11,35
"573","94578099999","6","-27.4166666","153.0666666","1990-01-01","2019-12-31",31.28,31.22,30.22,28.11,25.78,23.61,23.28,24.5,27,28.22,29.72,31
"575","94610099999","20.42","-31.940278","115.966944","1990-01-01","2019-12-31",38.22,38.11,36,31.5,26.5,22.5,21.11,22.22,25.11,29,33.89,37.39
"577","94672099999","6.09","-34.945","138.530556","1990-01-01","2019-12-31",37.11,36.28,33.72,28.78,23.11,18.5,18,20.5,25,29.89,33.28,35.22
"579","94767099999","6.4","-33.946111","151.177222","1990-01-01","2019-12-31",33.28,31.72,29.89,27.39,24.61,21,21.11,23.5,27.28,30,31.11,32.5
"581","94864099999","85.95","-37.728056","144.901944","1990-01-01","2019-12-31",35.78,35.11,32.11,26.5,21,17,16.11,18.22,21.89,26.39,30.11,33
"583","94926099999","574.85","-35.306944","149.195","1990-01-01","2019-12-31",36,33.89,30.39,25.28,20.39,15.89,15,17.39,22.11,26.72,31.11,33.28
"585","94975099999","3.96","-42.836111","147.510278","1990-01-01","2019-12-31",29.61,28,26.39,22.78,19.22,16.28,15.72,17.22,20,23.11,25,26.5
"587","96035099999","34.74","3.558056","98.671722","1990-01-01","2019-12-31",32.72,33.39,34.22,34.22,34.61,34.78,34.61,34.22,33.39,33,32.61,32.28
"589","96633099999","3.65","-1.268272","116.894478","1990-01-01","2019-12-31",33.22,33.28,33,33,33,32,31.5,31.78,32.22,32.89,33,33
"591","96749099999","10.36","-6.125567","106.655897","1990-01-01","2019-12-31",33,32.22,33.22,34,33.72,33.22,33,33,34,34.5,34.39,34
"593","97180099999","14.32","-5.061853","119.553997","1990-01-01","2019-12-31",32.22,32.61,33,33.5,34,34,34,34.89,35.61,35.78,34.39,33
"595","97724099999","10.05","-3.710264","128.089136","1990-01-01","2019-12-31",33.61,33.78,33.61,32.28,31.39,30.39,29.39,29.72,30.39,31.39,33,33.78
"597","98429099999","22.86","14.508647","121.019581","1990-01-01","2019-12-31",32,33,34.22,36,36.22,35.11,33.78,32.72,33,33.28,33.22,32.5
"599","98646099999","9.44","10.307542","123.979439","1990-01-01","2019-12-31",31,31.39,32.22,33.28,34.28,34.11,33,33.39,33.39,32.72,32.22,31.72
"601","98753099999","29.26","7.125522","125.645778","1990-01-01","2019-12-31",33,33.28,34.11,35,34.11,33.61,33,33.22,33.61,34,33.78,33.5
